0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	label
3900.6942145722387	3440.746017927471	821.9986661943576	2080.083682351318	-4371.612444696393	5058.006708978066	-2889.946076487944	-253.80514414181548	814.0897591648547	-1230.1026918657044	-1181.6237500641753	-843.8207493618362	3742.4586410185684	-1674.3381171075634	-747.2168757533022	-2054.974224663686	Co
-825.7535421393868	2187.7401971947556	592.9293917786484	-1845.7938028912024	-86.42932778862708	-1788.3900638502694	-522.0602279113317	543.3796197483636	-28.64068625909492	-111.83311172378048	2364.014855955269	-1243.2873227780278	-595.6839816610674	2559.1413312276445	372.0426167395566	-1019.2622975889107	Pt
2996.3596409806387	765.0112647463515	-734.0196701263442	321.2069161508506	2448.5435808968587	-1466.6213202659067	96.23442514267425	-569.3409201914085	-174.17490985707332	953.487546247265	-2075.1609433523963	624.1830219833098	144.77096392868762	1567.819108191093	1050.68658414717	160.04869591034497	Pt
-648.6719730783681	-1549.6498467339932	-860.809232135751	-422.6516627445798	-679.4301711635514	-1782.349374786825	22.032373401170965	811.9026526368172	-1016.9917390425702	2065.521829014427	71.8505883247216	1410.971385219708	754.1466765095349	-1402.363299420648	628.7061995891522	-392.1564636827672	Pt
-538.2847437848401	-3416.453081780854	2226.503517145012	-3404.258267575018	-1477.9540066318523	1329.36531746647	506.8529409447073	1990.1146024539544	895.4116023484984	1406.8002800120257	101.67272591454383	379.75148329931943	-46.085267604452916	-568.334945661211	-548.2700852491345	-1139.8782377231682	Co
-2246.757915647245	-1184.834467854909	-1069.2496666141553	-438.5262211413309	1865.1419071397038	-869.7306230231603	-774.9541597054167	13.388289409193062	-215.48245320871308	1112.0318527495476	-853.0373441254568	-214.925232121841	-714.9018536217662	-568.258617802515	-663.6621549186696	1138.4207401549734	Pt
571.7079583267592	4927.288578101749	3805.3845153061347	840.0020616044227	-78.20870490182998	841.7945218914161	1.101143949878647	-893.1808016256878	-262.4176003046179	-2089.714187956903	-1548.9083945570824	-235.48405567020276	-517.9920195506987	-1538.7061515447954	-1928.2944839548936	19.315634422733645	Pt
201.95035829710946	-3271.4978721150806	1170.224059198699	2362.441976419642	-780.2177571084044	-1377.8371385705327	-108.21677315261527	297.3434174424278	607.3803952492764	-295.97784239514	-278.87714959087873	339.6296525317615	-1097.6589984673778	211.04259532436063	776.8784848036431	334.9295784794213	Pt
-2330.5935840723546	-525.7782512841137	974.9876246804641	-114.1919358241555	976.3753019661385	139.3650532993935	1821.2583180560061	-180.64807275137545	-1214.5501510552742	1576.192162213703	-1095.8808384250262	125.07649579692654	-1089.4880165789416	177.54975343706818	175.53111644445895	1071.5533157638854	Pt
4318.786964373352	56.01290508377666	-2678.1566587245184	2098.843830997452	1327.642286405416	-2705.2453899917896	382.8729030323284	-678.7052504200536	-212.5437451444546	-132.82140506179903	-975.9684036021619	-892.4616942418542	369.9900184410106	-476.4729438878104	-400.28496909849605	88.24414325086389	Pt
1642.5459016384273	-1146.0054407920197	1008.214702330901	-431.77450117296297	4414.358604716106	-297.8246517054197	-1297.9965911750407	-697.6234063625978	-633.459751860057	-375.8915255133277	-833.0310719929822	-281.0533151654483	322.32158990277503	870.8415188665712	1100.3302317892226	542.6225004582186	Co
1686.251604692689	-1659.4375434284234	724.6245063303821	-4292.32472771922	-704.3638078036499	156.598880626151	-1034.79055386386	83.81439872890816	904.5934651132901	47.29233447646796	-122.70048652007766	-719.7460583334245	-1252.1097039395374	-461.45897340456725	-435.6934809140461	229.56289572263276	Co
1014.1834689881885	-689.738865983637	-769.4016766672192	-1637.9434195002418	1109.7392326671522	-2257.616922387494	-316.6086286654495	-105.47734446226254	353.81429026800686	1282.5621450746196	-161.9540435787706	1110.3062505237951	992.852069294519	-1424.831861538718	2424.481016199667	-1040.5109477085084	Pt
-3581.597134131048	-2763.8249801472284	1154.0215910026786	-1503.7290458302011	1421.4574908914367	1239.0557059261573	24.872480817852324	-243.37039155011456	230.9154401009794	1660.0055812012165	-1167.74298426079	642.2336739753697	1109.3888376722075	-289.77631695249636	1626.2497314657608	-867.7976998474745	Pt
-3015.0866425145255	-233.07382204763414	-200.60331524603222	-2330.8067388418162	3992.786364287654	3197.210143120023	1054.0023253932231	1295.6391177110233	785.813946738679	1766.0963846089887	553.3477835839005	969.9295911784375	-330.85400473044723	103.54147416765059	-246.8762999067268	813.2939355869738	Co
-5062.381412394586	1723.9538616381726	-1179.086502591625	1796.2692039114593	-1762.993209816405	1453.1574768465873	358.1674345677626	-455.1021249977545	-549.2929869969398	441.8751236428513	456.64330220890247	-307.96182164849023	449.9566452632836	-693.6372574561549	-1059.961109007987	754.0209267795668	Pt
-5525.302780175047	3572.429656412118	2507.316138364523	-609.6739265155383	-474.65608850574955	1476.3852448202733	-1275.6496927734602	-1512.2764975615707	-414.9179552579336	125.95700041735317	-209.58770496496896	-814.4205086641126	755.869239265998	-81.26187644340352	-730.5054821176985	-126.31068006769617	Co
-4207.190874648897	2272.1346763294514	-399.2046480706777	1146.8487848319942	-2240.8527798868085	-1950.2830780076622	762.1531226029497	-1053.2619398361019	-2087.874199824289	964.5643241382586	246.2942262676624	-1286.8952728912354	184.70878427436173	-1785.2075088980637	1206.5806909049882	-1105.6399503474317	Pt
-640.0609771567259	-1827.754511277423	-2010.3805020054263	-1641.6653856840755	433.6580666659181	-1235.054604927191	281.384029393829	-856.9978805851291	647.6173192353123	-686.3300156158482	-747.4149723458996	-868.9991209868527	-795.7253658039313	1136.9075318333887	-1735.8229207750571	-1348.3416804249223	Pt
-538.7298729129448	-853.5338150339174	2016.961553020251	-1892.7656151549788	-877.608725292843	3345.8298157464606	602.04204520393	908.2455725243942	-1143.1541472570789	-114.8965466783768	-170.01090000241095	142.23233682465738	1036.7956329663991	465.0374115681282	-425.8027494442051	1781.7799981163412	Pt
-459.31421246341523	-96.3918172657062	3661.071366274066	-498.38059345807886	97.15802806257587	2438.199736021383	1448.2797624426908	1413.99297735953	-706.1092235644614	-371.77390551519505	-13.809747640968684	-1395.115169587773	-1695.631335541406	74.73360340278818	1300.9638617206094	542.3755129095463	Co
-3910.162534846323	1130.9491023134922	-635.8486115897456	2988.4836477377617	-191.32598236023995	-2616.0212601157723	-173.64761900079625	1206.9270758754474	1175.5624142739273	270.16459658648915	689.0578971943588	-973.1895922574794	407.0691594395591	732.1982461374695	1035.6541556300317	-1055.5920845040332	Pt
-1798.2916470181322	-1939.222623515982	-2739.8243858744445	-972.8229560284785	30.906860198748053	730.6835540051921	-1063.09426491805	-1317.3517158120003	-1582.9771054455225	1195.5553084591434	-729.110526574369	-854.4763019076195	1138.741935929265	198.4889360433518	-1563.6573776781859	179.50242603880818	Pt
-896.7632164794098	1072.4269221190273	680.353160070541	-2464.465767333729	904.3267599498537	1919.867508783985	-217.6059190953053	816.9421264966196	2.8585996990700595	2432.832413996028	1201.6210340259868	1400.2814532525506	688.7753181908613	1093.884855040551	743.5025676491201	1053.826215679918	Co
-874.294479730539	3715.001178744512	-167.08855569026528	3156.1970012951733	-1313.2356284713926	-2164.525465043278	2378.2715331352892	-641.3920662419697	-501.02575586263754	1098.284133071543	-738.2386392073292	-1122.2945021511102	1346.7134551356244	-1725.3377759455432	-1486.9821365620428	-1606.5082403528572	Pt
1677.1178648447512	2708.689016431057	3091.247066311232	2082.9587118727545	-271.24748973734427	1950.4205885740696	1428.028476370227	-2508.630409246852	1020.0729076869128	661.4601885088438	-967.2606188114712	1927.9788581323794	-1928.752741695396	158.84016509813955	518.3864080408887	1108.1518878366878	Co
